ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b34c-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-used_nodes,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b34c-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-used_gpus,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b34c-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-used_gpu_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b34c-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-total_gpus,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b34c-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-arrived_gpu_milli
36,88,60530,6212,60530
36,88,61000,6212,61000
36,88,62000,6212,62000
36,88,62810,6212,62810
36,88,63360,6212,63360
36,88,63830,6212,63830
36,88,64150,6212,64150
37,96,65150,6212,65150
37,96,66150,6212,66150
37,96,67150,6212,67150
37,96,67960,6212,67960
37,96,68960,6212,68960
37,96,68960,6212,68960
37,96,69960,6212,69960
37,96,69960,6212,69960
37,96,70430,6212,70430
37,96,71430,6212,71430
37,96,72080,6212,72080
38,98,73080,6212,73080
38,98,74080,6212,74080
39,106,74890,6212,74890
39,106,75890,6212,75890
39,106,76700,6212,76700
39,106,77700,6212,77700
39,106,78700,6212,78700
39,106,78700,6212,78700
39,106,79700,6212,79700
39,106,80700,6212,80700
39,106,81700,6212,81700
40,114,82700,6212,82700
40,114,83700,6212,83700
40,114,84700,6212,84700
40,114,85700,6212,85700
40,114,86700,6212,86700
40,114,86700,6212,86700
40,114,87700,6212,87700
40,114,88700,6212,88700
40,114,89170,6212,89170
41,116,89820,6212,89820
41,116,90280,6212,90280
41,116,91280,6212,91280
41,116,91600,6212,91600
42,124,92410,6212,92410
42,124,93410,6212,93410
42,124,94410,6212,94410
42,124,94880,6212,94880
42,124,95880,6212,95880
42,124,96880,6212,96880
42,124,97880,6212,97880
42,124,98880,6212,98880
42,124,99040,6212,99040
42,124,99510,6212,99510
43,126,100510,6212,100510
43,126,101510,6212,101510
43,126,101510,6212,101510
43,126,101510,6212,101510
44,128,102510,6212,102510
44,128,103510,6212,103510
45,130,103980,6212,103980
45,130,104980,6212,104980
46,134,105790,6212,105790
47,142,106790,6212,106790
48,144,107790,6212,107790
48,144,108110,6212,108110
48,144,109110,6212,109110
48,144,110110,6212,110110
48,144,110110,6212,110110
48,144,110580,6212,110580
48,144,111580,6212,111580
48,144,112580,6212,112580
48,144,113580,6212,113580
48,144,114580,6212,114580
48,144,115390,6212,115390
49,152,116390,6212,116390
49,152,117040,6212,117040
49,152,118040,6212,118040
49,152,119040,6212,119040
49,152,120040,6212,120040
49,152,120510,6212,120510
49,152,121510,6212,121510
49,152,122510,6212,122510
49,152,122830,6212,122830
49,152,123830,6212,123830
49,152,124830,6212,124830
49,152,124830,6212,124830
49,152,124830,6212,124830
50,154,125830,6212,125830
50,154,126830,6212,126830
50,154,127060,6212,127060
51,156,127530,6212,127530
51,156,128530,6212,128530
52,164,129530,6212,129530
52,164,130340,6212,130340
52,164,130660,6212,130660
52,164,130660,6212,130660
52,164,131250,6212,131250
52,164,131720,6212,131720
52,164,132180,6212,132180
52,164,133180,6212,133180
52,164,133990,6212,133990
52,164,134800,6212,134800
52,164,135800,6212,135800
52,164,135850,6212,135850
52,164,136850,6212,136850
52,164,137170,6212,137170
52,164,137630,6212,137630
53,172,138100,6212,138100
53,172,138750,6212,138750
53,172,139750,6212,139750
53,172,139980,6212,139980
53,172,140980,6212,140980
53,172,141980,6212,141980
53,172,142980,6212,142980
53,172,142980,6212,142980
53,172,142980,6212,142980
53,172,143980,6212,143980
53,172,144790,6212,144790
54,180,145790,6212,145790
54,180,146790,6212,146790
54,180,147790,6212,147790
54,180,148790,6212,148790
54,180,149600,6212,149600
54,180,150600,6212,150600
54,180,151600,6212,151600
54,180,151600,6212,151600
54,180,152600,6212,152600
55,188,153600,6212,153600
55,188,154600,6212,154600
55,188,155410,6212,155410
55,188,156220,6212,156220
55,188,157030,6212,157030
55,188,157030,6212,157030
55,188,157500,6212,157500
55,188,157500,6212,157500
55,188,157660,6212,157660
55,188,158660,6212,158660
55,188,158660,6212,158660
55,188,159660,6212,159660
55,188,160470,6212,160470
56,196,161280,6212,161280
56,196,162280,6212,162280
56,196,163280,6212,163280
56,196,164280,6212,164280
56,196,164510,6212,164510
56,196,165510,6212,165510
56,196,166510,6212,166510
56,196,167510,6212,167510
56,196,167510,6212,167510
57,204,168510,6212,168510
57,204,168980,6212,168980
57,204,169980,6212,169980
57,204,170790,6212,170790
57,204,171790,6212,171790
57,204,172790,6212,172790
57,204,173790,6212,173790
57,204,173790,6212,173790
58,212,174790,6212,174790
58,212,175790,6212,175790
58,212,176790,6212,176790
58,212,177250,6212,177250
58,212,177570,6212,177570
58,212,178040,6212,178040
58,212,179040,6212,179040
58,212,180040,6212,180040
58,212,181040,6212,181040
58,212,181360,6212,181360
59,220,182360,6212,182360
59,220,183360,6212,183360
59,220,183950,6212,183950
59,220,184950,6212,184950
59,220,185180,6212,185180
59,220,185990,6212,185990
59,220,186220,6212,186220
59,220,186220,6212,186220
59,220,187220,6212,187220
59,220,188220,6212,188220
59,220,189220,6212,189220
59,220,190220,6212,190220
59,220,191030,6212,191030
60,222,192030,6212,192030
60,222,193030,6212,193030
60,222,193140,6212,193140
60,222,193610,6212,193610
61,224,194610,6212,194610
61,224,195080,6212,195080
62,232,195890,6212,195890
62,232,196360,6212,196360
62,232,197360,6212,197360
62,232,198360,6212,198360
62,232,199010,6212,199010
62,232,199010,6212,199010
62,232,199010,6212,199010
62,232,200010,6212,200010
62,232,200480,6212,200480
62,232,201480,6212,201480
62,232,202480,6212,202480
63,240,203480,6212,203480
63,240,204290,6212,204290
63,240,204290,6212,204290
63,240,205100,6212,205100
63,240,206100,6212,206100
63,240,206910,6212,206910
63,240,207910,6212,207910
63,240,208910,6212,208910
63,240,208910,6212,208910
63,240,209910,6212,209910
64,242,210720,6212,210720
64,242,211720,6212,211720
65,250,212720,6212,212720
65,250,213040,6212,213040
65,250,214040,6212,214040
65,250,214360,6212,214360
65,250,214950,6212,214950
65,250,214950,6212,214950
65,250,215110,6212,215110
65,250,215580,6212,215580
65,250,216050,6212,216050
65,250,217050,6212,217050
65,250,218050,6212,218050
65,250,218050,6212,218050
65,250,218860,6212,218860
65,250,219860,6212,219860
66,252,220860,6212,220860
67,254,221860,6212,221860
67,254,221860,6212,221860
67,254,222860,6212,222860
67,254,223670,6212,223670
68,256,224320,6212,224320
68,256,225320,6212,225320
68,256,225320,6212,225320
69,258,226130,6212,226130
69,258,227130,6212,227130
70,262,228130,6212,228130
71,264,228940,6212,228940
71,264,229940,6212,229940
72,272,230410,6212,230410
72,272,231410,6212,231410
72,272,232410,6212,232410
72,272,234410,6212,234410
72,272,234880,6212,234880
72,272,235880,6212,235880
72,272,236110,6212,236110
73,280,237110,6212,237110
73,280,237430,6212,237430
73,280,237750,6212,237750
73,280,238750,6212,238750
73,280,239340,6212,239340
73,280,240340,6212,240340
73,280,241340,6212,241340
73,280,241340,6212,241340
73,280,241660,6212,241660
73,280,241660,6212,241660
73,280,242470,6212,242470
73,280,243470,6212,243470
73,280,243940,6212,243940
73,280,244170,6212,244170
73,280,244490,6212,244490
73,280,244810,6212,244810
73,280,245620,6212,245620
74,282,246270,6212,246270
74,282,247270,6212,247270
75,284,248270,6212,248270
75,284,249270,6212,249270
76,292,250270,6212,250270
76,292,251270,6212,251270
76,292,251740,6212,251740
76,292,252740,6212,252740
76,292,253210,6212,253210
76,292,254210,6212,254210
76,292,254210,6212,254210
76,292,254680,6212,254680
77,300,255680,6212,255680
77,300,256680,6212,256680
77,300,257680,6212,257680
77,300,258680,6212,258680
77,300,259490,6212,259490
77,300,259810,6212,259810
77,300,260620,6212,260620
77,300,261620,6212,261620
78,308,269620,6212,269620
78,308,270090,6212,270090
78,308,271090,6212,271090
78,308,272090,6212,272090
78,308,272250,6212,272250
78,308,273250,6212,273250
79,316,274250,6212,274250
79,316,274900,6212,274900
79,316,275900,6212,275900
79,316,276900,6212,276900
79,316,277900,6212,277900
79,316,278900,6212,278900
79,316,279900,6212,279900
79,316,280900,6212,280900
80,324,281900,6212,281900
80,324,282900,6212,282900
80,324,283900,6212,283900
80,324,284710,6212,284710
80,324,285710,6212,285710
80,324,286710,6212,286710
80,324,287520,6212,287520
80,324,287520,6212,287520
80,324,287990,6212,287990
81,326,288990,6212,288990
81,326,289990,6212,289990
82,334,290990,6212,290990
82,334,291990,6212,291990
82,334,292990,6212,292990
82,334,293990,6212,293990
82,334,294990,6212,294990
82,334,294990,6212,294990
82,334,295460,6212,295460
82,334,295460,6212,295460
82,334,296460,6212,296460
82,334,296690,6212,296690
82,334,297690,6212,297690
82,334,297690,6212,297690
83,336,298690,6212,298690
83,336,298910,6212,298910
83,336,299910,6212,299910
83,336,300370,6212,300370
84,338,301180,6212,301180
84,338,302180,6212,302180
85,340,302990,6212,302990
85,340,303460,6212,303460
86,342,304460,6212,304460
86,342,305270,6212,305270
87,344,306270,6212,306270
87,344,306270,6212,306270
87,344,306270,6212,306270
87,344,307270,6212,307270
88,352,308270,6212,308270
88,352,309270,6212,309270
88,352,310270,6212,310270
88,352,310920,6212,310920
88,352,311920,6212,311920
88,352,312920,6212,312920
89,360,313920,6212,313920
89,360,314380,6212,314380
89,360,315380,6212,315380
89,360,316380,6212,316380
89,360,317380,6212,317380
89,360,317380,6212,317380
89,360,318380,6212,318380
89,360,318850,6212,318850
90,368,319850,6212,319850
90,368,320850,6212,320850
90,368,321170,6212,321170
90,368,321640,6212,321640
90,368,322110,6212,322110
90,368,322480,6212,322480
90,368,323290,6212,323290
90,368,323760,6212,323760
90,368,324760,6212,324760
90,368,324760,6212,324760
90,368,325760,6212,325760
90,368,326570,6212,326570
90,368,326570,6212,326570
91,376,327040,6212,327040
91,376,328040,6212,328040
91,376,329040,6212,329040
91,376,330040,6212,330040
91,376,330510,6212,330510
91,376,330730,6212,330730
91,376,331730,6212,331730
91,376,332730,6212,332730
91,376,332730,6212,332730
91,376,332730,6212,332730
91,376,333730,6212,333730
91,376,334730,6212,334730
92,378,335730,6212,335730
92,378,336730,6212,336730
93,386,337540,6212,337540
93,386,338000,6212,338000
93,386,339000,6212,339000
93,386,339000,6212,339000
93,386,340000,6212,340000
93,386,340220,6212,340220
93,386,340810,6212,340810
93,386,340810,6212,340810
93,386,341620,6212,341620
93,386,342620,6212,342620
93,386,342620,6212,342620
93,386,343620,6212,343620
94,388,344620,6212,344620
94,388,345430,6212,345430
95,396,345910,6212,345910
95,396,346910,6212,346910
96,398,347910,6212,347910
96,398,348560,6212,348560
96,398,349560,6212,349560
96,398,349720,6212,349720
96,398,350040,6212,350040
96,398,351040,6212,351040
96,398,352040,6212,352040
96,398,352040,6212,352040
96,398,353040,6212,353040
96,398,353040,6212,353040
96,398,353200,6212,353200
96,398,353360,6212,353360
96,398,354170,6212,354170
96,398,355170,6212,355170
97,406,355980,6212,355980
97,406,356980,6212,356980
97,406,357980,6212,357980
97,406,358980,6212,358980
97,406,359790,6212,359790
98,408,360790,6212,360790
98,408,361260,6212,361260
98,408,362260,6212,362260
98,408,363260,6212,363260
98,408,364070,6212,364070
98,408,365070,6212,365070
99,410,366070,6212,366070
99,410,366540,6212,366540
100,412,367540,6212,367540
100,412,368350,6212,368350
101,420,369350,6212,369350
101,420,370350,6212,370350
101,420,370350,6212,370350
101,420,371350,6212,371350
101,420,372350,6212,372350
101,420,372350,6212,372350
101,420,373350,6212,373350
102,422,374350,6212,374350
102,422,375350,6212,375350
103,424,376350,6212,376350
103,424,377350,6212,377350
103,424,377570,6212,377570
104,426,378570,6212,378570
104,426,379570,6212,379570
104,426,380570,6212,380570
105,434,381570,6212,381570
105,434,381570,6212,381570
105,434,382570,6212,382570
105,434,383570,6212,383570
105,434,384570,6212,384570
105,434,385570,6212,385570
105,434,385680,6212,385680
105,434,386490,6212,386490
105,434,387490,6212,387490
105,434,388490,6212,388490
106,442,389490,6212,389490
106,442,389490,6212,389490
106,442,390490,6212,390490
106,442,391300,6212,391300
106,442,391770,6212,391770
106,442,392580,6212,392580
106,442,393230,6212,393230
106,442,394230,6212,394230
106,442,395230,6212,395230
106,442,395600,6212,395600
107,444,396410,6212,396410
107,444,397410,6212,397410
108,446,398220,6212,398220
108,446,398220,6212,398220
108,446,399220,6212,399220
108,446,399220,6212,399220
109,454,400220,6212,400220
109,454,401220,6212,401220
109,454,402220,6212,402220
109,454,403220,6212,403220
109,454,403440,6212,403440
109,454,403910,6212,403910
109,454,404720,6212,404720
109,454,405720,6212,405720
109,454,406720,6212,406720
110,462,407530,6212,407530
110,462,408340,6212,408340
110,462,409340,6212,409340
110,462,410340,6212,410340
110,462,410340,6212,410340
110,462,411340,6212,411340
110,462,412340,6212,412340
110,462,412630,6212,412630
110,462,413100,6212,413100
110,462,414100,6212,414100
110,462,414910,6212,414910
111,464,415720,6212,415720
111,464,416530,6212,416530
111,464,416580,6212,416580
112,472,417050,6212,417050
112,472,417520,6212,417520
112,472,418520,6212,418520
112,472,419330,6212,419330
113,474,419650,6212,419650
113,474,419880,6212,419880
113,474,420880,6212,420880
113,474,421430,6212,421430
113,474,422430,6212,422430
113,474,422430,6212,422430
113,474,423430,6212,423430
113,474,424430,6212,424430
113,474,424910,6212,424910
114,482,425720,6212,425720
114,482,426720,6212,426720
114,482,427530,6212,427530
114,482,428530,6212,428530
114,482,429010,6212,429010
114,482,430010,6212,430010
114,482,431010,6212,431010
114,482,432010,6212,432010
114,482,433010,6212,433010
114,482,433010,6212,433010
115,484,434010,6212,434010
115,484,435010,6212,435010
116,486,435480,6212,435480
116,486,435480,6212,435480
117,494,439480,6212,439480
117,494,440480,6212,440480
117,494,440480,6212,440480
118,496,441290,6212,441290
118,496,442290,6212,442290
118,496,442760,6212,442760
118,496,443760,6212,443760
119,498,444760,6212,444760
120,506,445760,6212,445760
120,506,445760,6212,445760
120,506,446760,6212,446760
120,506,447760,6212,447760
120,506,448080,6212,448080
120,506,449080,6212,449080
120,506,449310,6212,449310
121,508,450120,6212,450120
121,508,451120,6212,451120
121,508,451930,6212,451930
121,508,452930,6212,452930
121,508,453160,6212,453160
122,516,453810,6212,453810
122,516,453810,6212,453810
122,516,454130,6212,454130
122,516,455130,6212,455130
122,516,455130,6212,455130
122,516,456130,6212,456130
122,516,457130,6212,457130
122,516,458130,6212,458130
122,516,458940,6212,458940
122,516,459260,6212,459260
122,516,460260,6212,460260
122,516,461070,6212,461070
122,516,462070,6212,462070
122,516,463070,6212,463070
122,516,464070,6212,464070
123,518,464540,6212,464540
124,526,465540,6212,465540
124,526,466540,6212,466540
124,526,467190,6212,467190
124,526,468000,6212,468000
124,526,469000,6212,469000
124,526,470000,6212,470000
124,526,470810,6212,470810
124,526,470810,6212,470810
124,526,470810,6212,470810
124,526,471810,6212,471810
124,526,471860,6212,471860
125,534,472860,6212,472860
125,534,473860,6212,473860
125,534,474670,6212,474670
125,534,475480,6212,475480
125,534,476480,6212,476480
125,534,477480,6212,477480
125,534,478290,6212,478290
125,534,479100,6212,479100
125,534,479570,6212,479570
125,534,479570,6212,479570
125,534,480570,6212,480570
125,534,480800,6212,480800
126,536,481800,6212,481800
126,536,482800,6212,482800
126,536,483800,6212,483800
126,536,483800,6212,483800
127,538,484120,6212,484120
127,538,485120,6212,485120
128,546,486120,6212,486120
128,546,486710,6212,486710
128,546,487520,6212,487520
128,546,487840,6212,487840
128,546,488840,6212,488840
128,546,489840,6212,489840
128,546,490840,6212,490840
128,546,491160,6212,491160
128,546,492160,6212,492160
128,546,492970,6212,492970
128,546,493970,6212,493970
128,546,494970,6212,494970
129,548,495780,6212,495780
130,556,496780,6212,496780
130,556,497250,6212,497250
130,556,498060,6212,498060
130,556,498870,6212,498870
130,556,498870,6212,498870
130,556,499520,6212,499520
130,556,500520,6212,500520
130,556,500520,6212,500520
130,556,501110,6212,501110
130,556,502110,6212,502110
130,556,502580,6212,502580
130,556,503580,6212,503580
131,564,504580,6212,504580
131,564,505580,6212,505580
131,564,506390,6212,506390
131,564,507390,6212,507390
131,564,507500,6212,507500
132,566,508310,6212,508310
132,566,509310,6212,509310
132,566,510310,6212,510310
132,566,511310,6212,511310
133,574,515310,6212,515310
133,574,516310,6212,516310
133,574,517120,6212,517120
133,574,517120,6212,517120
133,574,518120,6212,518120
133,574,519120,6212,519120
133,574,519340,6212,519340
133,574,520150,6212,520150
133,574,521150,6212,521150
134,582,522150,6212,522150
135,584,522620,6212,522620
135,584,523620,6212,523620
135,584,524620,6212,524620
135,584,525620,6212,525620
135,584,525850,6212,525850
135,584,526320,6212,526320
135,584,526780,6212,526780
135,584,527780,6212,527780
135,584,528590,6212,528590
135,584,528590,6212,528590
135,584,528590,6212,528590
135,584,529590,6212,529590
135,584,529590,6212,529590
136,592,530240,6212,530240
136,592,530560,6212,530560
136,592,531370,6212,531370
136,592,531600,6212,531600
136,592,532600,6212,532600
136,592,533600,6212,533600
136,592,533920,6212,533920
136,592,534730,6212,534730
136,592,535730,6212,535730
136,592,536730,6212,536730
136,592,537540,6212,537540
136,592,538190,6212,538190
137,600,539190,6212,539190
137,600,539840,6212,539840
137,600,540160,6212,540160
137,600,541160,6212,541160
137,600,541480,6212,541480
137,600,542480,6212,542480
137,600,543480,6212,543480
137,600,543950,6212,543950
137,600,544760,6212,544760
137,600,545760,6212,545760
137,600,546570,6212,546570
138,608,547570,6212,547570
138,608,548380,6212,548380
138,608,549380,6212,549380
139,610,549850,6212,549850
139,610,550500,6212,550500
139,610,551310,6212,551310
139,610,551770,6212,551770
139,610,552420,6212,552420
139,610,553420,6212,553420
139,610,554420,6212,554420
139,610,555420,6212,555420
140,612,555890,6212,555890
140,612,556700,6212,556700
141,620,557700,6212,557700
141,620,558700,6212,558700
141,620,559700,6212,559700
141,620,559860,6212,559860
141,620,560860,6212,560860
141,620,561180,6212,561180
141,620,562180,6212,562180
141,620,563180,6212,563180
141,620,563400,6212,563400
142,628,564400,6212,564400
142,628,565400,6212,565400
142,628,566400,6212,566400
142,628,567400,6212,567400
142,628,568210,6212,568210
142,628,568440,6212,568440
143,630,568910,6212,568910
143,630,569910,6212,569910
143,630,570910,6212,570910
143,630,571140,6212,571140
143,630,572140,6212,572140
143,630,573140,6212,573140
143,630,574140,6212,574140
143,630,574140,6212,574140
144,638,574690,6212,574690
144,638,575690,6212,575690
144,638,576690,6212,576690
144,638,577500,6212,577500
144,638,578500,6212,578500
144,638,578970,6212,578970
144,638,579620,6212,579620
144,638,580620,6212,580620
144,638,581620,6212,581620
145,646,582620,6212,582620
145,646,583620,6212,583620
146,648,584620,6212,584620
146,648,585620,6212,585620
146,648,586430,6212,586430
146,648,586430,6212,586430
147,650,586910,6212,586910
147,650,587910,6212,587910
147,650,588370,6212,588370
147,650,589370,6212,589370
147,650,590370,6212,590370
147,650,591180,6212,591180
147,650,591180,6212,591180
147,650,592180,6212,592180
147,650,593180,6212,593180
148,654,594180,6212,594180
148,654,594180,6212,594180
148,654,594180,6212,594180
149,662,595180,6212,595180
149,662,596180,6212,596180
150,664,597180,6212,597180
150,664,598180,6212,598180
150,664,599180,6212,599180
150,664,600180,6212,600180
150,664,600500,6212,600500
150,664,601500,6212,601500
150,664,601500,6212,601500
151,672,609500,6212,609500
151,672,609970,6212,609970
151,672,609970,6212,609970
152,680,610970,6212,610970
152,680,611970,6212,611970
152,680,611970,6212,611970
152,680,612970,6212,612970
152,680,613970,6212,613970
152,680,613970,6212,613970
152,680,614970,6212,614970
152,680,615970,6212,615970
152,680,616440,6212,616440
152,680,616440,6212,616440
152,680,617250,6212,617250
152,680,618250,6212,618250
152,680,618360,6212,618360
152,680,619360,6212,619360
152,680,620360,6212,620360
152,680,620580,6212,620580
152,680,621580,6212,621580
152,680,621580,6212,621580
153,688,622580,6212,622580
154,692,622810,6212,622810
154,692,623810,6212,623810
154,692,624620,6212,624620
154,692,625620,6212,625620
154,692,626620,6212,626620
154,692,627620,6212,627620
154,692,628620,6212,628620
154,692,628940,6212,628940
155,700,629940,6212,629940
155,700,630940,6212,630940
155,700,631940,6212,631940
155,700,632260,6212,632260
155,700,633070,6212,633070
155,700,633880,6212,633880
155,700,634530,6212,634530
156,702,635000,6212,635000
156,702,636000,6212,636000
156,702,636810,6212,636810
156,702,637810,6212,637810
156,702,638130,6212,638130
156,702,638130,6212,638130
156,702,639130,6212,639130
157,710,640130,6212,640130
157,710,640130,6212,640130
157,710,640940,6212,640940
157,710,641940,6212,641940
157,710,642940,6212,642940
157,710,643400,6212,643400
157,710,643400,6212,643400
157,710,644400,6212,644400
157,710,645210,6212,645210
157,710,645530,6212,645530
157,710,645900,6212,645900
157,710,646900,6212,646900
157,710,647900,6212,647900
157,710,648370,6212,648370
158,718,649370,6212,649370
158,718,650370,6212,650370
158,718,651370,6212,651370
159,726,652370,6212,652370
159,726,653370,6212,653370
159,726,654370,6212,654370
159,726,654600,6212,654600
159,726,655410,6212,655410
159,726,656220,6212,656220
159,726,656870,6212,656870
159,726,657870,6212,657870
159,726,657870,6212,657870
159,726,658680,6212,658680
159,726,659680,6212,659680
159,726,660050,6212,660050
160,730,660860,6212,660860
160,730,661330,6212,661330
160,730,662330,6212,662330
161,738,663330,6212,663330
161,738,664140,6212,664140
161,738,664140,6212,664140
161,738,664610,6212,664610
161,738,665610,6212,665610
161,738,665720,6212,665720
161,738,666530,6212,666530
162,740,667000,6212,667000
162,740,667000,6212,667000
162,740,667330,6212,667330
162,740,668140,6212,668140
162,740,669140,6212,669140
162,740,669140,6212,669140
162,740,670140,6212,670140
162,740,671140,6212,671140
162,740,671950,6212,671950
162,740,671950,6212,671950
162,740,672760,6212,672760
162,740,672760,6212,672760
163,744,673760,6212,673760
163,744,674760,6212,674760
163,744,674980,6212,674980
163,744,675300,6212,675300
163,744,676110,6212,676110
163,744,677110,6212,677110
163,744,677110,6212,677110
164,752,677920,6212,677920
164,752,678920,6212,678920
164,752,679920,6212,679920
164,752,680920,6212,680920
164,752,680920,6212,680920
164,752,681730,6212,681730
164,752,682540,6212,682540
164,752,683000,6212,683000
164,752,684000,6212,684000
165,760,685000,6212,685000
165,760,685810,6212,685810
165,760,686810,6212,686810
165,760,687810,6212,687810
165,760,688810,6212,688810
165,760,689810,6212,689810
165,760,690620,6212,690620
165,760,691620,6212,691620
166,768,692620,6212,692620
166,768,692940,6212,692940
166,768,693410,6212,693410
166,768,694410,6212,694410
166,768,695410,6212,695410
166,768,696410,6212,696410
166,768,697410,6212,697410
166,768,698220,6212,698220
166,768,698690,6212,698690
166,768,698850,6212,698850
166,768,699850,6212,699850
167,776,700850,6212,700850
167,776,701080,6212,701080
167,776,701890,6212,701890
167,776,702700,6212,702700
167,776,703160,6212,703160
167,776,703810,6212,703810
167,776,704620,6212,704620
167,776,705090,6212,705090
167,776,706090,6212,706090
167,776,707090,6212,707090
168,784,708090,6212,708090
168,784,708900,6212,708900
168,784,709360,6212,709360
168,784,710360,6212,710360
168,784,710360,6212,710360
168,784,710950,6212,710950
168,784,711950,6212,711950
168,784,712760,6212,712760
168,784,713760,6212,713760
168,784,714760,6212,714760
168,784,715080,6212,715080
168,784,715890,6212,715890
168,784,716360,6212,716360
168,784,716910,6212,716910
168,784,717140,6212,717140
168,784,718140,6212,718140
168,784,718790,6212,718790
169,792,719600,6212,719600
169,792,720600,6212,720600
169,792,721070,6212,721070
169,792,722070,6212,722070
169,792,722390,6212,722390
169,792,723390,6212,723390
169,792,724390,6212,724390
169,792,725390,6212,725390
169,792,726390,6212,726390
170,794,727390,6212,727390
170,794,727860,6212,727860
171,802,728670,6212,728670
171,802,729480,6212,729480
171,802,730480,6212,730480
171,802,731480,6212,731480
171,802,732480,6212,732480
171,802,733290,6212,733290
171,802,733760,6212,733760
171,802,734230,6212,734230
171,802,735230,6212,735230
172,810,736230,6212,736230
172,810,737230,6212,737230
172,810,737230,6212,737230
172,810,737670,6212,737670
172,810,738480,6212,738480
172,810,739480,6212,739480
172,810,740480,6212,740480
172,810,741480,6212,741480
172,810,741640,6212,741640
172,810,742640,6212,742640
172,810,743640,6212,743640
173,812,744450,6212,744450
173,812,745260,6212,745260
174,820,746260,6212,746260
174,820,747260,6212,747260
174,820,748070,6212,748070
174,820,748880,6212,748880
174,820,749110,6212,749110
174,820,749430,6212,749430
174,820,750430,6212,750430
