ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f7e7-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-id,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f7e7-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-event,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f7e7-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-pod_name,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f7e7-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-cum_pod
4627,create,paib-gpu/openb-pod-8031,4172
4628,create,paib-gpu/openb-pod-5441,4173
4629,create,paib-gpu/openb-pod-0365,4174
4630,create,paib-gpu/openb-pod-3405,4175
4631,failed,paib-gpu/openb-pod-6874,4175
4632,create,paib-gpu/openb-pod-3822,4176
4633,create,paib-gpu/openb-pod-6663,4177
4634,create,paib-gpu/openb-pod-4340,4178
4635,create,paib-gpu/openb-pod-0207,4179
4636,create,paib-gpu/openb-pod-5582,4180
4637,failed,paib-gpu/openb-pod-4699,4180
4638,failed,paib-gpu/openb-pod-2758,4180
4639,create,paib-gpu/openb-pod-3674,4181
4640,create,paib-gpu/openb-pod-2252,4182
4641,create,paib-gpu/openb-pod-6059,4183
4642,create,paib-gpu/openb-pod-1302,4184
4643,create,paib-gpu/openb-pod-0478,4185
4644,create,paib-gpu/openb-pod-4506,4186
4645,failed,paib-gpu/openb-pod-7868,4186
4646,create,paib-gpu/openb-pod-5769,4187
4647,create,paib-gpu/openb-pod-0849,4188
4648,create,paib-gpu/openb-pod-2725,4189
4649,failed,paib-gpu/openb-pod-4179,4189
4650,create,paib-gpu/openb-pod-1207,4190
4651,create,paib-gpu/openb-pod-6739,4191
4652,failed,paib-gpu/openb-pod-0684,4191
4653,create,paib-gpu/openb-pod-6939,4192
4654,create,paib-gpu/openb-pod-2716,4193
4655,failed,paib-gpu/openb-pod-6933,4193
4656,create,paib-gpu/openb-pod-5744,4194
4657,failed,paib-gpu/openb-pod-5044,4194
4658,create,paib-gpu/openb-pod-3826,4195
4659,failed,paib-gpu/openb-pod-4794,4195
4660,create,paib-gpu/openb-pod-4867,4196
4661,failed,paib-gpu/openb-pod-5009,4196
4662,create,paib-gpu/openb-pod-7187,4197
4663,create,paib-gpu/openb-pod-3067,4198
4664,create,paib-gpu/openb-pod-5581,4199
4665,create,paib-gpu/openb-pod-6448,4200
4666,create,paib-gpu/openb-pod-5082,4201
4667,create,paib-gpu/openb-pod-7427,4202
4668,failed,paib-gpu/openb-pod-4453,4202
4669,create,paib-gpu/openb-pod-0265,4203
4670,create,paib-gpu/openb-pod-8097,4204
4671,create,paib-gpu/openb-pod-4791,4205
4672,failed,paib-gpu/openb-pod-2470,4205
4673,create,paib-gpu/openb-pod-0777,4206
4674,create,paib-gpu/openb-pod-7641,4207
4675,failed,paib-gpu/openb-pod-7536,4207
4676,create,paib-gpu/openb-pod-2824,4208
4677,create,paib-gpu/openb-pod-5037,4209
4678,create,paib-gpu/openb-pod-7978,4210
4679,create,paib-gpu/openb-pod-5346,4211
4680,failed,paib-gpu/openb-pod-3999,4211
4681,failed,paib-gpu/openb-pod-5209,4211
4682,failed,paib-gpu/openb-pod-0301,4211
4683,create,paib-gpu/openb-pod-5730,4212
4684,create,paib-gpu/openb-pod-7374,4213
4685,create,paib-gpu/openb-pod-7176,4214
4686,create,paib-gpu/openb-pod-5127,4215
4687,failed,paib-gpu/openb-pod-5187,4215
4688,create,paib-gpu/openb-pod-5284,4216
4689,create,paib-gpu/openb-pod-7366,4217
4690,create,paib-gpu/openb-pod-5890,4218
4691,create,paib-gpu/openb-pod-0921,4219
4692,failed,paib-gpu/openb-pod-6876,4219
4693,failed,paib-gpu/openb-pod-7221,4219
4694,create,paib-gpu/openb-pod-0058,4220
4695,create,paib-gpu/openb-pod-1471,4221
4696,create,paib-gpu/openb-pod-7519,4222
4697,create,paib-gpu/openb-pod-4138,4223
4698,create,paib-gpu/openb-pod-4384,4224
4699,create,paib-gpu/openb-pod-7019,4225
4700,create,paib-gpu/openb-pod-1257,4226
4701,create,paib-gpu/openb-pod-3073,4227
4702,create,paib-gpu/openb-pod-0417,4228
4703,create,paib-gpu/openb-pod-2082,4229
4704,create,paib-gpu/openb-pod-2867,4230
4705,create,paib-gpu/openb-pod-6413,4231
4706,failed,paib-gpu/openb-pod-2602,4231
4707,create,paib-gpu/openb-pod-0042,4232
4708,failed,paib-gpu/openb-pod-1876,4232
4709,create,paib-gpu/openb-pod-3616,4233
4710,create,paib-gpu/openb-pod-0178,4234
4711,create,paib-gpu/openb-pod-1463,4235
4712,create,paib-gpu/openb-pod-3440,4236
4713,create,paib-gpu/openb-pod-0401,4237
4714,create,paib-gpu/openb-pod-1688,4238
4715,create,paib-gpu/openb-pod-1158,4239
4716,failed,paib-gpu/openb-pod-3930,4239
4717,failed,paib-gpu/openb-pod-4082,4239
4718,create,paib-gpu/openb-pod-4781,4240
4719,create,paib-gpu/openb-pod-2966,4241
4720,create,paib-gpu/openb-pod-2310,4242
4721,create,paib-gpu/openb-pod-6183,4243
4722,create,paib-gpu/openb-pod-1099,4244
4723,create,paib-gpu/openb-pod-3543,4245
4724,create,paib-gpu/openb-pod-5559,4246
4725,create,paib-gpu/openb-pod-3015,4247
4726,create,paib-gpu/openb-pod-6207,4248
4727,create,paib-gpu/openb-pod-4339,4249
4728,create,paib-gpu/openb-pod-6793,4250
4729,create,paib-gpu/openb-pod-6036,4251
4730,create,paib-gpu/openb-pod-1842,4252
4731,create,paib-gpu/openb-pod-6470,4253
4732,create,paib-gpu/openb-pod-5741,4254
4733,create,paib-gpu/openb-pod-0919,4255
4734,create,paib-gpu/openb-pod-7644,4256
4735,create,paib-gpu/openb-pod-3068,4257
4736,create,paib-gpu/openb-pod-0117,4258
4737,failed,paib-gpu/openb-pod-4641,4258
4738,create,paib-gpu/openb-pod-5622,4259
4739,create,paib-gpu/openb-pod-5763,4260
4740,failed,paib-gpu/openb-pod-5387,4260
4741,failed,paib-gpu/openb-pod-3273,4260
4742,failed,paib-gpu/openb-pod-2706,4260
4743,create,paib-gpu/openb-pod-2900,4261
4744,create,paib-gpu/openb-pod-2064,4262
4745,failed,paib-gpu/openb-pod-7238,4262
4746,create,paib-gpu/openb-pod-5361,4263
4747,create,paib-gpu/openb-pod-3329,4264
4748,create,paib-gpu/openb-pod-1959,4265
4749,failed,paib-gpu/openb-pod-2259,4265
4750,create,paib-gpu/openb-pod-0711,4266
4751,create,paib-gpu/openb-pod-5767,4267
4752,create,paib-gpu/openb-pod-2397,4268
4753,failed,paib-gpu/openb-pod-2546,4268
4754,failed,paib-gpu/openb-pod-4759,4268
4755,create,paib-gpu/openb-pod-2506,4269
4756,create,paib-gpu/openb-pod-0951,4270
4757,create,paib-gpu/openb-pod-2963,4271
4758,create,paib-gpu/openb-pod-4700,4272
4759,create,paib-gpu/openb-pod-6190,4273
4760,failed,paib-gpu/openb-pod-3942,4273
4761,create,paib-gpu/openb-pod-1419,4274
4762,failed,paib-gpu/openb-pod-6514,4274
4763,create,paib-gpu/openb-pod-3217,4275
4764,create,paib-gpu/openb-pod-5288,4276
4765,create,paib-gpu/openb-pod-0362,4277
4766,create,paib-gpu/openb-pod-7387,4278
4767,create,paib-gpu/openb-pod-6232,4279
4768,failed,paib-gpu/openb-pod-3061,4279
4769,create,paib-gpu/openb-pod-1727,4280
4770,failed,paib-gpu/openb-pod-3302,4280
4771,create,paib-gpu/openb-pod-7220,4281
4772,failed,paib-gpu/openb-pod-7304,4281
4773,create,paib-gpu/openb-pod-3262,4282
4774,create,paib-gpu/openb-pod-5942,4283
4775,create,paib-gpu/openb-pod-0370,4284
4776,create,paib-gpu/openb-pod-6215,4285
4777,create,paib-gpu/openb-pod-5541,4286
4778,create,paib-gpu/openb-pod-3256,4287
4779,create,paib-gpu/openb-pod-8119,4288
4780,create,paib-gpu/openb-pod-6690,4289
4781,create,paib-gpu/openb-pod-7016,4290
4782,create,paib-gpu/openb-pod-7235,4291
4783,create,paib-gpu/openb-pod-5576,4292
4784,failed,paib-gpu/openb-pod-3985,4292
4785,create,paib-gpu/openb-pod-7478,4293
4786,failed,paib-gpu/openb-pod-2496,4293
4787,create,paib-gpu/openb-pod-3258,4294
4788,create,paib-gpu/openb-pod-4560,4295
4789,create,paib-gpu/openb-pod-1165,4296
4790,create,paib-gpu/openb-pod-7659,4297
4791,create,paib-gpu/openb-pod-0077,4298
4792,create,paib-gpu/openb-pod-4801,4299
4793,create,paib-gpu/openb-pod-0308,4300
4794,create,paib-gpu/openb-pod-3381,4301
4795,create,paib-gpu/openb-pod-6511,4302
4796,create,paib-gpu/openb-pod-0804,4303
4797,failed,paib-gpu/openb-pod-5318,4303
4798,create,paib-gpu/openb-pod-0820,4304
4799,create,paib-gpu/openb-pod-1523,4305
4800,failed,paib-gpu/openb-pod-2255,4305
4801,create,paib-gpu/openb-pod-6234,4306
4802,create,paib-gpu/openb-pod-2395,4307
4803,failed,paib-gpu/openb-pod-5095,4307
4804,create,paib-gpu/openb-pod-1958,4308
4805,create,paib-gpu/openb-pod-0653,4309
4806,create,paib-gpu/openb-pod-5473,4310
4807,create,paib-gpu/openb-pod-6845,4311
4808,create,paib-gpu/openb-pod-2402,4312
4809,create,paib-gpu/openb-pod-4740,4313
4810,create,paib-gpu/openb-pod-4958,4314
4811,create,paib-gpu/openb-pod-6227,4315
4812,create,paib-gpu/openb-pod-4378,4316
4813,create,paib-gpu/openb-pod-5967,4317
4814,create,paib-gpu/openb-pod-5476,4318
4815,create,paib-gpu/openb-pod-5120,4319
4816,failed,paib-gpu/openb-pod-4017,4319
4817,create,paib-gpu/openb-pod-1850,4320
4818,failed,paib-gpu/openb-pod-1524,4320
4819,create,paib-gpu/openb-pod-6837,4321
4820,create,paib-gpu/openb-pod-2126,4322
4821,create,paib-gpu/openb-pod-2240,4323
4822,create,paib-gpu/openb-pod-3849,4324
4823,failed,paib-gpu/openb-pod-8091,4324
4824,create,paib-gpu/openb-pod-1738,4325
4825,create,paib-gpu/openb-pod-7102,4326
4826,create,paib-gpu/openb-pod-7027,4327
4827,failed,paib-gpu/openb-pod-4448,4327
4828,create,paib-gpu/openb-pod-4347,4328
4829,create,paib-gpu/openb-pod-6376,4329
4830,create,paib-gpu/openb-pod-1450,4330
4831,create,paib-gpu/openb-pod-3505,4331
4832,failed,paib-gpu/openb-pod-4175,4331
4833,failed,paib-gpu/openb-pod-6959,4331
4834,create,paib-gpu/openb-pod-2077,4332
4835,create,paib-gpu/openb-pod-2909,4333
4836,create,paib-gpu/openb-pod-8027,4334
4837,create,paib-gpu/openb-pod-1929,4335
4838,failed,paib-gpu/openb-pod-6881,4335
4839,failed,paib-gpu/openb-pod-7396,4335
4840,create,paib-gpu/openb-pod-6847,4336
4841,create,paib-gpu/openb-pod-3216,4337
4842,create,paib-gpu/openb-pod-0294,4338
4843,create,paib-gpu/openb-pod-1809,4339
4844,failed,paib-gpu/openb-pod-7380,4339
4845,create,paib-gpu/openb-pod-5507,4340
4846,failed,paib-gpu/openb-pod-3156,4340
4847,failed,paib-gpu/openb-pod-7550,4340
4848,create,paib-gpu/openb-pod-0665,4341
4849,create,paib-gpu/openb-pod-3442,4342
4850,create,paib-gpu/openb-pod-3835,4343
4851,failed,paib-gpu/openb-pod-4884,4343
4852,create,paib-gpu/openb-pod-5699,4344
4853,failed,paib-gpu/openb-pod-0112,4344
4854,create,paib-gpu/openb-pod-7322,4345
4855,create,paib-gpu/openb-pod-1428,4346
4856,create,paib-gpu/openb-pod-6588,4347
4857,create,paib-gpu/openb-pod-1076,4348
4858,failed,paib-gpu/openb-pod-7354,4348
4859,create,paib-gpu/openb-pod-0733,4349
4860,create,paib-gpu/openb-pod-7425,4350
4861,create,paib-gpu/openb-pod-0790,4351
4862,create,paib-gpu/openb-pod-4486,4352
4863,create,paib-gpu/openb-pod-7222,4353
4864,failed,paib-gpu/openb-pod-5863,4353
4865,failed,paib-gpu/openb-pod-0654,4353
4866,create,paib-gpu/openb-pod-2637,4354
4867,create,paib-gpu/openb-pod-0044,4355
4868,create,paib-gpu/openb-pod-0242,4356
4869,create,paib-gpu/openb-pod-1936,4357
4870,create,paib-gpu/openb-pod-5220,4358
4871,failed,paib-gpu/openb-pod-3355,4358
4872,failed,paib-gpu/openb-pod-5182,4358
4873,create,paib-gpu/openb-pod-1960,4359
4874,failed,paib-gpu/openb-pod-0815,4359
4875,create,paib-gpu/openb-pod-1748,4360
4876,create,paib-gpu/openb-pod-3098,4361
4877,create,paib-gpu/openb-pod-0825,4362
4878,create,paib-gpu/openb-pod-7982,4363
4879,failed,paib-gpu/openb-pod-8110,4363
4880,failed,paib-gpu/openb-pod-2847,4363
4881,failed,paib-gpu/openb-pod-6745,4363
4882,create,paib-gpu/openb-pod-2744,4364
4883,create,paib-gpu/openb-pod-2039,4365
4884,create,paib-gpu/openb-pod-5787,4366
4885,create,paib-gpu/openb-pod-2631,4367
4886,failed,paib-gpu/openb-pod-4971,4367
4887,create,paib-gpu/openb-pod-3031,4368
4888,create,paib-gpu/openb-pod-4810,4369
4889,create,paib-gpu/openb-pod-3954,4370
4890,create,paib-gpu/openb-pod-4285,4371
4891,create,paib-gpu/openb-pod-4234,4372
4892,create,paib-gpu/openb-pod-6980,4373
4893,failed,paib-gpu/openb-pod-1339,4373
4894,create,paib-gpu/openb-pod-2084,4374
4895,create,paib-gpu/openb-pod-0109,4375
4896,failed,paib-gpu/openb-pod-1819,4375
4897,create,paib-gpu/openb-pod-7849,4376
4898,create,paib-gpu/openb-pod-5947,4377
4899,create,paib-gpu/openb-pod-4561,4378
4900,create,paib-gpu/openb-pod-7307,4379
4901,create,paib-gpu/openb-pod-1511,4380
4902,create,paib-gpu/openb-pod-5306,4381
4903,failed,paib-gpu/openb-pod-4677,4381
4904,create,paib-gpu/openb-pod-2356,4382
4905,create,paib-gpu/openb-pod-7976,4383
4906,create,paib-gpu/openb-pod-1149,4384
4907,create,paib-gpu/openb-pod-3321,4385
4908,create,paib-gpu/openb-pod-4053,4386
4909,create,paib-gpu/openb-pod-6016,4387
4910,create,paib-gpu/openb-pod-1720,4388
4911,failed,paib-gpu/openb-pod-5059,4388
4912,create,paib-gpu/openb-pod-1417,4389
4913,create,paib-gpu/openb-pod-0014,4390
4914,create,paib-gpu/openb-pod-3899,4391
4915,failed,paib-gpu/openb-pod-4584,4391
4916,create,paib-gpu/openb-pod-5444,4392
4917,failed,paib-gpu/openb-pod-5093,4392
4918,failed,paib-gpu/openb-pod-1162,4392
4919,create,paib-gpu/openb-pod-0433,4393
4920,create,paib-gpu/openb-pod-0386,4394
4921,create,paib-gpu/openb-pod-4666,4395
4922,create,paib-gpu/openb-pod-1213,4396
4923,create,paib-gpu/openb-pod-6031,4397
4924,create,paib-gpu/openb-pod-3077,4398
4925,create,paib-gpu/openb-pod-7060,4399
4926,create,paib-gpu/openb-pod-6165,4400
4927,create,paib-gpu/openb-pod-8040,4401
4928,create,paib-gpu/openb-pod-5208,4402
4929,create,paib-gpu/openb-pod-6441,4403
4930,create,paib-gpu/openb-pod-0791,4404
4931,create,paib-gpu/openb-pod-4771,4405
4932,failed,paib-gpu/openb-pod-3507,4405
4933,create,paib-gpu/openb-pod-0517,4406
4934,create,paib-gpu/openb-pod-4186,4407
4935,failed,paib-gpu/openb-pod-4989,4407
4936,failed,paib-gpu/openb-pod-1091,4407
4937,create,paib-gpu/openb-pod-1792,4408
4938,create,paib-gpu/openb-pod-7032,4409
4939,create,paib-gpu/openb-pod-4768,4410
4940,failed,paib-gpu/openb-pod-4562,4410
4941,create,paib-gpu/openb-pod-0992,4411
4942,failed,paib-gpu/openb-pod-7521,4411
4943,create,paib-gpu/openb-pod-4907,4412
4944,create,paib-gpu/openb-pod-5810,4413
4945,create,paib-gpu/openb-pod-0893,4414
4946,failed,paib-gpu/openb-pod-6173,4414
4947,create,paib-gpu/openb-pod-5762,4415
4948,failed,paib-gpu/openb-pod-6477,4415
4949,create,paib-gpu/openb-pod-2226,4416
4950,create,paib-gpu/openb-pod-3957,4417
4951,create,paib-gpu/openb-pod-5878,4418
4952,failed,paib-gpu/openb-pod-5271,4418
4953,failed,paib-gpu/openb-pod-0656,4418
4954,create,paib-gpu/openb-pod-1318,4419
4955,create,paib-gpu/openb-pod-2748,4420
4956,create,paib-gpu/openb-pod-6805,4421
4957,create,paib-gpu/openb-pod-4597,4422
4958,create,paib-gpu/openb-pod-4222,4423
4959,create,paib-gpu/openb-pod-1790,4424
4960,create,paib-gpu/openb-pod-6324,4425
4961,failed,paib-gpu/openb-pod-5846,4425
4962,create,paib-gpu/openb-pod-4484,4426
4963,create,paib-gpu/openb-pod-2702,4427
4964,create,paib-gpu/openb-pod-0368,4428
4965,create,paib-gpu/openb-pod-7804,4429
4966,failed,paib-gpu/openb-pod-6773,4429
4967,create,paib-gpu/openb-pod-1619,4430
4968,failed,paib-gpu/openb-pod-2680,4430
4969,create,paib-gpu/openb-pod-6236,4431
4970,create,paib-gpu/openb-pod-1009,4432
4971,create,paib-gpu/openb-pod-0451,4433
4972,create,paib-gpu/openb-pod-7872,4434
4973,failed,paib-gpu/openb-pod-7281,4434
4974,create,paib-gpu/openb-pod-5628,4435
4975,create,paib-gpu/openb-pod-1818,4436
4976,create,paib-gpu/openb-pod-2483,4437
4977,create,paib-gpu/openb-pod-6363,4438
4978,failed,paib-gpu/openb-pod-6341,4438
4979,failed,paib-gpu/openb-pod-1855,4438
4980,create,paib-gpu/openb-pod-5214,4439
4981,create,paib-gpu/openb-pod-3223,4440
4982,create,paib-gpu/openb-pod-0934,4441
4983,create,paib-gpu/openb-pod-0324,4442
4984,create,paib-gpu/openb-pod-3066,4443
4985,create,paib-gpu/openb-pod-1983,4444
4986,create,paib-gpu/openb-pod-3905,4445
4987,create,paib-gpu/openb-pod-1246,4446
4988,create,paib-gpu/openb-pod-5331,4447
4989,create,paib-gpu/openb-pod-5410,4448
4990,create,paib-gpu/openb-pod-0232,4449
4991,create,paib-gpu/openb-pod-0479,4450
4992,create,paib-gpu/openb-pod-7564,4451
4993,create,paib-gpu/openb-pod-2905,4452
4994,create,paib-gpu/openb-pod-5223,4453
4995,failed,paib-gpu/openb-pod-5807,4453
4996,failed,paib-gpu/openb-pod-3864,4453
4997,failed,paib-gpu/openb-pod-3353,4453
4998,create,paib-gpu/openb-pod-7757,4454
4999,create,paib-gpu/openb-pod-5760,4455
5000,failed,paib-gpu/openb-pod-1270,4455
5001,create,paib-gpu/openb-pod-4844,4456
5002,failed,paib-gpu/openb-pod-0409,4456
5003,create,paib-gpu/openb-pod-3289,4457
5004,failed,paib-gpu/openb-pod-3701,4457
5005,create,paib-gpu/openb-pod-7092,4458
5006,failed,paib-gpu/openb-pod-5621,4458
5007,failed,paib-gpu/openb-pod-1400,4458
5008,create,paib-gpu/openb-pod-1817,4459
5009,create,paib-gpu/openb-pod-4132,4460
5010,create,paib-gpu/openb-pod-2273,4461
5011,create,paib-gpu/openb-pod-1227,4462
5012,create,paib-gpu/openb-pod-6677,4463
5013,create,paib-gpu/openb-pod-7732,4464
5014,create,paib-gpu/openb-pod-1047,4465
5015,failed,paib-gpu/openb-pod-6021,4465
5016,failed,paib-gpu/openb-pod-4298,4465
5017,create,paib-gpu/openb-pod-3561,4466
5018,create,paib-gpu/openb-pod-5522,4467
5019,create,paib-gpu/openb-pod-7955,4468
5020,failed,paib-gpu/openb-pod-7055,4468
5021,failed,paib-gpu/openb-pod-2163,4468
5022,create,paib-gpu/openb-pod-5394,4469
5023,create,paib-gpu/openb-pod-2645,4470
5024,create,paib-gpu/openb-pod-3048,4471
5025,create,paib-gpu/openb-pod-4835,4472
5026,create,paib-gpu/openb-pod-7662,4473
5027,create,paib-gpu/openb-pod-2141,4474
5028,failed,paib-gpu/openb-pod-1357,4474
5029,failed,paib-gpu/openb-pod-0798,4474
5030,create,paib-gpu/openb-pod-7289,4475
5031,create,paib-gpu/openb-pod-5097,4476
5032,create,paib-gpu/openb-pod-2731,4477
5033,create,paib-gpu/openb-pod-1574,4478
5034,create,paib-gpu/openb-pod-7205,4479
5035,create,paib-gpu/openb-pod-4287,4480
5036,create,paib-gpu/openb-pod-4410,4481
5037,failed,paib-gpu/openb-pod-6460,4481
5038,create,paib-gpu/openb-pod-7893,4482
5039,create,paib-gpu/openb-pod-1019,4483
5040,failed,paib-gpu/openb-pod-2690,4483
5041,create,paib-gpu/openb-pod-7002,4484
5042,create,paib-gpu/openb-pod-3977,4485
5043,failed,paib-gpu/openb-pod-1491,4485
5044,create,paib-gpu/openb-pod-6388,4486
5045,create,paib-gpu/openb-pod-8002,4487
5046,failed,paib-gpu/openb-pod-0637,4487
5047,create,paib-gpu/openb-pod-3236,4488
5048,create,paib-gpu/openb-pod-6195,4489
5049,create,paib-gpu/openb-pod-6772,4490
5050,failed,paib-gpu/openb-pod-3720,4490
5051,create,paib-gpu/openb-pod-5344,4491
5052,failed,paib-gpu/openb-pod-0606,4491
5053,create,paib-gpu/openb-pod-7383,4492
5054,create,paib-gpu/openb-pod-5407,4493
5055,failed,paib-gpu/openb-pod-2605,4493
5056,create,paib-gpu/openb-pod-7840,4494
5057,create,paib-gpu/openb-pod-3120,4495
5058,create,paib-gpu/openb-pod-0213,4496
5059,create,paib-gpu/openb-pod-6187,4497
5060,create,paib-gpu/openb-pod-5056,4498
5061,create,paib-gpu/openb-pod-3204,4499
5062,failed,paib-gpu/openb-pod-1755,4499
5063,create,paib-gpu/openb-pod-2961,4500
5064,failed,paib-gpu/openb-pod-2374,4500
5065,failed,paib-gpu/openb-pod-7824,4500
5066,create,paib-gpu/openb-pod-5495,4501
5067,create,paib-gpu/openb-pod-7675,4502
5068,create,paib-gpu/openb-pod-3509,4503
5069,create,paib-gpu/openb-pod-1597,4504
5070,create,paib-gpu/openb-pod-8003,4505
5071,failed,paib-gpu/openb-pod-6314,4505
5072,create,paib-gpu/openb-pod-7827,4506
5073,create,paib-gpu/openb-pod-6871,4507
5074,create,paib-gpu/openb-pod-8077,4508
5075,create,paib-gpu/openb-pod-1937,4509
5076,create,paib-gpu/openb-pod-0138,4510
5077,create,paib-gpu/openb-pod-6334,4511
5078,create,paib-gpu/openb-pod-2761,4512
5079,create,paib-gpu/openb-pod-0029,4513
5080,create,paib-gpu/openb-pod-6432,4514
5081,create,paib-gpu/openb-pod-7329,4515
5082,create,paib-gpu/openb-pod-7133,4516
5083,create,paib-gpu/openb-pod-5492,4517
5084,create,paib-gpu/openb-pod-3798,4518
5085,create,paib-gpu/openb-pod-0915,4519
5086,create,paib-gpu/openb-pod-6379,4520
5087,create,paib-gpu/openb-pod-1644,4521
5088,create,paib-gpu/openb-pod-2943,4522
5089,create,paib-gpu/openb-pod-6090,4523
5090,failed,paib-gpu/openb-pod-1843,4523
5091,create,paib-gpu/openb-pod-1629,4524
5092,create,paib-gpu/openb-pod-2933,4525
5093,failed,paib-gpu/openb-pod-6070,4525
5094,create,paib-gpu/openb-pod-2863,4526
5095,create,paib-gpu/openb-pod-7096,4527
5096,create,paib-gpu/openb-pod-6222,4528
5097,create,paib-gpu/openb-pod-4134,4529
5098,create,paib-gpu/openb-pod-2894,4530
5099,create,paib-gpu/openb-pod-1645,4531
5100,failed,paib-gpu/openb-pod-5882,4531
5101,create,paib-gpu/openb-pod-5102,4532
5102,failed,paib-gpu/openb-pod-5371,4532
5103,create,paib-gpu/openb-pod-2454,4533
5104,create,paib-gpu/openb-pod-2874,4534
5105,create,paib-gpu/openb-pod-1122,4535
5106,create,paib-gpu/openb-pod-6802,4536
5107,create,paib-gpu/openb-pod-2821,4537
5108,create,paib-gpu/openb-pod-0599,4538
5109,create,paib-gpu/openb-pod-2908,4539
5110,create,paib-gpu/openb-pod-6968,4540
5111,create,paib-gpu/openb-pod-0632,4541
5112,create,paib-gpu/openb-pod-6613,4542
5113,failed,paib-gpu/openb-pod-4480,4542
5114,create,paib-gpu/openb-pod-6955,4543
5115,create,paib-gpu/openb-pod-4750,4544
5116,create,paib-gpu/openb-pod-1444,4545
5117,create,paib-gpu/openb-pod-7637,4546
5118,create,paib-gpu/openb-pod-5200,4547
5119,create,paib-gpu/openb-pod-4751,4548
5120,create,paib-gpu/openb-pod-5434,4549
5121,create,paib-gpu/openb-pod-1276,4550
5122,create,paib-gpu/openb-pod-0102,4551
5123,create,paib-gpu/openb-pod-7213,4552
5124,create,paib-gpu/openb-pod-3590,4553
5125,create,paib-gpu/openb-pod-4221,4554
5126,failed,paib-gpu/openb-pod-1358,4554
5127,failed,paib-gpu/openb-pod-4467,4554
5128,create,paib-gpu/openb-pod-3075,4555
5129,failed,paib-gpu/openb-pod-6900,4555
5130,create,paib-gpu/openb-pod-2616,4556
5131,create,paib-gpu/openb-pod-0403,4557
5132,create,paib-gpu/openb-pod-2547,4558
5133,failed,paib-gpu/openb-pod-1919,4558
5134,create,paib-gpu/openb-pod-0942,4559
5135,failed,paib-gpu/openb-pod-1039,4559
5136,failed,paib-gpu/openb-pod-5482,4559
5137,create,paib-gpu/openb-pod-6354,4560
5138,failed,paib-gpu/openb-pod-5263,4560
5139,create,paib-gpu/openb-pod-0771,4561
5140,create,paib-gpu/openb-pod-5603,4562
5141,create,paib-gpu/openb-pod-2872,4563
5142,create,paib-gpu/openb-pod-8082,4564
5143,create,paib-gpu/openb-pod-3219,4565
5144,create,paib-gpu/openb-pod-6350,4566
5145,create,paib-gpu/openb-pod-3004,4567
5146,create,paib-gpu/openb-pod-0507,4568
5147,create,paib-gpu/openb-pod-4767,4569
5148,create,paib-gpu/openb-pod-3766,4570
5149,failed,paib-gpu/openb-pod-5820,4570
5150,create,paib-gpu/openb-pod-5422,4571
5151,create,paib-gpu/openb-pod-4926,4572
5152,create,paib-gpu/openb-pod-1433,4573
5153,failed,paib-gpu/openb-pod-4451,4573
5154,failed,paib-gpu/openb-pod-4532,4573
5155,create,paib-gpu/openb-pod-5121,4574
5156,create,paib-gpu/openb-pod-7649,4575
5157,create,paib-gpu/openb-pod-3479,4576
5158,create,paib-gpu/openb-pod-3973,4577
5159,failed,paib-gpu/openb-pod-0111,4577
5160,create,paib-gpu/openb-pod-0469,4578
5161,create,paib-gpu/openb-pod-2644,4579
5162,create,paib-gpu/openb-pod-4953,4580
5163,failed,paib-gpu/openb-pod-0941,4580
5164,create,paib-gpu/openb-pod-6425,4581
5165,create,paib-gpu/openb-pod-4488,4582
5166,create,paib-gpu/openb-pod-5240,4583
5167,failed,paib-gpu/openb-pod-0421,4583
5168,create,paib-gpu/openb-pod-7512,4584
5169,failed,paib-gpu/openb-pod-3041,4584
5170,create,paib-gpu/openb-pod-1436,4585
5171,create,paib-gpu/openb-pod-1139,4586
5172,create,paib-gpu/openb-pod-0034,4587
5173,create,paib-gpu/openb-pod-7754,4588
5174,create,paib-gpu/openb-pod-2254,4589
5175,failed,paib-gpu/openb-pod-3589,4589
5176,create,paib-gpu/openb-pod-3330,4590
5177,create,paib-gpu/openb-pod-6931,4591
5178,create,paib-gpu/openb-pod-7353,4592
5179,create,paib-gpu/openb-pod-5299,4593
5180,create,paib-gpu/openb-pod-4685,4594
5181,create,paib-gpu/openb-pod-2991,4595
5182,failed,paib-gpu/openb-pod-1156,4595
5183,create,paib-gpu/openb-pod-1020,4596
5184,create,paib-gpu/openb-pod-0339,4597
5185,create,paib-gpu/openb-pod-0925,4598
5186,create,paib-gpu/openb-pod-5174,4599
5187,create,paib-gpu/openb-pod-0579,4600
5188,create,paib-gpu/openb-pod-7997,4601
5189,create,paib-gpu/openb-pod-4538,4602
5190,create,paib-gpu/openb-pod-7998,4603
